id_cliente,idade,renda_mensal,tempo_emprego_anos,autonomo,score_credito,valor_solicitado,prazo_meses,juros_mensal_pct,qtde_cartoes,qtde_contratos_abertos,utilizacao_credito,inadimplencias_anteriores,dias_atraso_max_12m,reclamacoes_6m,possui_avalista,canal_aquisicao,regiao,tipo_produto,parcelas_pagas_ate_3m,atraso_primeira_parcela_dias,status_apos_90d,default_90d
1416,59,5979.57,8.03369592350799,0,605.0,27778.81,9,3.27,3,0,0.14,2,0,0,1,site,Sudeste,emprestimo_pessoal,2,0,em_atraso_leve,0
1417,51,1440.43,4.123695924679876,0,666.0,6498.05,24,2.66,3,1,0.138,0,5,0,0,app,Sudeste,emprestimo_pessoal,2,10,em_dia,0
1418,41,11998.88,0.24978807435169603,0,829.0,2760.42,24,0.59,3,3,0.883,0,0,1,0,loja,Centro-Oeste,cartao,3,10,em_dia,0
1419,63,966.52,14.065922973509782,0,678.0,60000.0,36,3.55,0,3,0.279,0,0,0,0,site,Sudeste,emprestimo_pessoal,0,119,default,1
1420,43,1542.41,4.414418634386874,0,460.0,2485.99,9,5.04,1,0,0.096,1,15,1,0,loja,Sudeste,emprestimo_pessoal,0,82,default,1
1421,68,4786.46,12.390648218643229,0,530.0,7364.48,18,3.69,1,2,0.521,2,0,0,0,site,Sul,emprestimo_pessoal,0,20,default,1
1422,70,12193.93,10.867717406133039,0,629.0,3911.48,36,2.08,2,1,0.214,0,0,0,1,app,Sudeste,cartao,2,0,em_dia,0
1423,49,,3.3968445341786806,0,582.0,4406.5,36,2.11,1,1,0.225,0,0,0,0,app,Sudeste,emprestimo_pessoal,2,10,em_dia,0
1424,53,5338.3,3.904706097535766,0,659.0,3249.77,18,3.89,0,1,0.537,0,60,1,0,app,Sul,emprestimo_pessoal,3,0,em_dia,0
1425,31,3546.34,8.12210214276872,0,625.0,5055.36,18,2.99,1,1,0.085,0,5,0,0,loja,Sudeste,cartao,2,0,em_dia,0
1426,61,1620.87,11.77881066416992,1,749.0,18464.87,60,2.43,0,0,0.127,0,0,1,0,app,Nordeste,bnpl,2,0,em_dia,0
1427,53,2423.37,0.0,0,557.0,1588.44,18,3.15,1,2,0.488,1,0,1,0,site,Sul,emprestimo_pessoal,3,15,em_dia,0
1428,65,1410.34,9.064230913437672,0,632.0,23362.4,12,2.85,5,3,0.507,0,0,0,1,site,Sul,emprestimo_pessoal,3,10,em_dia,0
1429,32,1341.42,2.7557481834673307,0,668.0,20177.74,60,2.57,5,2,0.324,0,0,0,1,app,Sul,bnpl,3,0,em_dia,0
1430,59,4730.71,2.803368929715229,0,679.0,12331.31,36,2.75,1,0,0.297,2,0,0,0,app,Norte,emprestimo_pessoal,2,15,em_dia,0
1431,42,1507.39,5.296111331510191,0,662.0,8905.65,12,2.81,3,0,0.013,0,0,0,0,loja,Sudeste,cartao,3,0,em_dia,0
1432,27,4447.88,0.0,0,445.0,10120.72,48,4.14,1,1,0.221,0,30,0,0,parceiro,Sudeste,cartao,0,42,default,1
1433,27,1318.37,0.94740625873865,0,657.0,26825.21,12,2.29,2,1,0.22,0,5,0,0,loja,Sudeste,cartao,3,15,em_atraso_leve,0
1434,47,4371.26,2.185341935305114,0,637.0,1813.98,36,2.93,3,0,0.411,0,0,0,0,loja,Sudeste,cartao,3,0,em_dia,0
1435,34,2426.02,1.6707305754540052,0,723.0,14844.62,24,1.27,0,0,0.249,0,0,2,1,site,Norte,emprestimo_pessoal,3,5,em_dia,0
1436,23,10051.53,1.8498252721830317,0,711.0,4242.68,24,1.89,0,3,0.346,0,90,0,0,app,Nordeste,cartao,2,0,em_atraso_leve,0
1437,40,4461.8,0.5855166833307974,0,670.0,16140.42,60,2.61,0,1,0.322,0,0,0,0,site,Centro-Oeste,cartao,3,0,em_dia,0
1438,52,,11.086126601056542,0,677.0,4748.75,36,2.85,0,1,0.292,0,5,0,1,loja,Sudeste,emprestimo_pessoal,2,0,em_dia,0
1439,34,1985.81,5.146491316879438,0,765.0,14589.19,12,2.7,2,2,0.308,1,15,0,0,app,Nordeste,bnpl,2,0,em_dia,0
1440,68,3650.52,13.780970599337191,0,748.0,2145.19,36,1.76,2,1,0.21,0,30,0,1,app,Centro-Oeste,cartao,3,0,em_dia,0
1441,59,,,1,673.0,1897.91,36,2.69,0,1,0.227,3,30,0,0,site,Sul,cartao,2,10,em_dia,0
1442,45,2566.54,2.8192351319601183,0,832.0,7266.96,24,0.5,0,2,0.257,1,5,0,0,parceiro,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1443,67,2875.38,13.534454650725598,0,597.0,27102.94,12,3.51,2,3,0.611,0,5,0,0,parceiro,Nordeste,emprestimo_pessoal,3,10,em_dia,0
1444,40,2030.68,2.116790910441052,0,549.0,12620.01,12,3.24,0,0,0.273,1,0,0,0,app,Sudeste,bnpl,1,109,default,1
1445,25,,1.7159779230380634,0,649.0,12543.33,60,2.71,0,2,0.482,0,0,2,0,app,Sudeste,emprestimo_pessoal,2,10,em_dia,0
1446,19,1212.43,4.140165936740601,0,618.0,16619.99,18,3.41,0,4,0.369,0,5,0,0,app,Centro-Oeste,emprestimo_pessoal,3,15,em_atraso_leve,0
1447,67,800.0,3.047959670959526,1,440.0,5708.82,24,4.97,3,1,0.334,0,0,0,0,loja,Nordeste,bnpl,3,0,em_dia,0
1448,68,1584.87,9.989531396777775,0,595.0,13444.61,24,2.54,0,0,0.132,1,0,0,0,site,Sul,emprestimo_pessoal,3,10,em_dia,0
1449,57,5603.46,8.221714731576109,0,679.0,4887.69,12,3.06,0,0,0.312,0,5,0,0,app,Centro-Oeste,cartao,2,0,em_dia,0
1450,23,1055.37,6.542638613132414,0,645.0,6125.92,9,2.89,3,0,0.12,0,5,0,0,app,Sudeste,cartao,3,5,em_dia,0
1451,33,1254.42,6.415155760535494,0,584.0,6807.8,12,4.14,4,0,0.175,1,15,1,0,site,Centro-Oeste,cartao,2,5,em_dia,0
1452,20,13409.14,6.289924235071499,1,654.0,5031.62,9,3.64,0,2,0.108,3,5,0,1,site,Sudeste,cartao,2,15,em_dia,0
1453,20,2171.44,1.3535233482205644,0,660.0,7563.23,48,3.66,1,0,0.228,1,30,1,0,app,Nordeste,emprestimo_pessoal,2,5,em_dia,0
1454,31,4452.86,0.04065388452528795,0,711.0,6443.47,12,1.55,1,0,0.384,2,90,1,0,app,Sudeste,cartao,2,0,em_dia,0
1455,48,5666.1,12.484948949291768,0,595.0,4383.85,12,3.56,1,3,0.462,0,0,0,0,app,Nordeste,cartao,3,15,em_dia,0
1456,21,5752.63,0.0,0,724.0,7098.83,24,1.36,0,3,0.1,0,0,0,0,loja,Norte,cartao,2,5,em_dia,0
1457,70,1117.43,2.7472042239416723,0,557.0,9128.65,48,4.39,1,1,0.304,0,0,2,0,app,Centro-Oeste,cartao,3,0,em_dia,0
1458,42,2943.11,6.357948141780909,0,607.0,3141.05,6,4.03,0,0,0.233,0,0,0,0,app,Norte,emprestimo_pessoal,2,0,em_dia,0
1459,31,1039.87,8.747451168620724,0,794.0,11407.6,12,2.16,0,1,0.594,2,0,0,0,app,Norte,emprestimo_pessoal,3,0,em_dia,0
1460,45,21922.23,5.403427960699577,0,563.0,5258.33,36,3.39,2,1,0.052,2,0,0,0,app,Nordeste,emprestimo_pessoal,3,15,em_dia,0
1461,59,1058.24,9.91756294895772,0,594.0,9467.97,24,3.65,1,1,0.556,0,0,1,0,loja,Sudeste,cartao,3,10,em_dia,0
1462,34,1595.01,0.0,0,543.0,4544.6,24,3.49,1,1,0.381,0,0,0,0,parceiro,Nordeste,emprestimo_pessoal,2,0,em_dia,0
1463,20,1603.7,0.0,0,580.0,19538.03,6,3.48,1,0,0.121,1,30,0,1,site,Centro-Oeste,emprestimo_pessoal,3,0,em_dia,0
1464,20,1139.13,0.0,0,662.0,18031.85,48,2.71,2,0,0.472,0,0,1,0,parceiro,Sudeste,bnpl,2,10,em_atraso_leve,0
1465,63,9652.42,9.63143835380031,0,710.0,3278.75,24,1.25,2,0,0.589,0,5,1,1,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1466,23,21533.26,0.0,0,648.0,12499.53,36,2.44,0,0,0.273,1,0,0,1,parceiro,Nordeste,emprestimo_pessoal,2,5,em_dia,0
1467,51,2449.66,0.9876340388857345,1,622.0,27351.53,60,4.36,2,2,0.248,0,0,1,0,site,Centro-Oeste,bnpl,1,70,default,1
1468,38,1300.11,5.69908821736491,0,544.0,3573.3,36,3.74,1,0,0.156,0,15,0,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1469,59,800.0,10.136385232062054,0,588.0,3822.22,6,3.49,0,2,0.452,1,120,0,0,parceiro,Sul,cartao,0,38,default,1
1470,21,2914.45,,1,519.0,14942.99,36,4.0,2,3,0.468,1,5,0,0,app,Sudeste,cartao,2,5,em_dia,0
1471,65,2760.71,9.135603764379784,0,713.0,2633.57,24,2.09,3,2,0.191,0,5,0,1,app,Sul,emprestimo_pessoal,2,10,em_dia,0
1472,55,2147.47,7.822258584055822,0,719.0,4131.15,12,2.29,4,2,0.558,0,0,0,0,site,Sudeste,cartao,3,5,em_dia,0
1473,41,4132.14,3.5060059919513473,0,647.0,3376.96,12,2.67,2,3,0.196,0,30,0,1,loja,Nordeste,emprestimo_pessoal,3,5,em_dia,0
1474,28,4707.43,0.0,1,688.0,15101.64,12,1.28,3,1,0.271,0,0,1,1,app,Sudeste,cartao,3,0,em_dia,0
1475,69,4459.67,9.597119924096248,0,724.0,4440.99,60,2.66,2,2,0.251,0,15,0,0,app,Nordeste,emprestimo_pessoal,2,5,em_dia,0
1476,34,2761.21,5.565834917712789,0,659.0,6281.0,36,3.68,0,0,0.515,0,30,0,0,loja,Nordeste,emprestimo_pessoal,2,10,em_dia,0
1477,43,1531.96,7.629085410815906,0,768.0,4234.93,36,1.2,0,0,0.299,0,15,0,0,site,Centro-Oeste,cartao,3,15,em_dia,0
1478,38,5766.92,4.9922324842761405,0,563.0,21235.58,36,3.39,1,0,0.351,0,0,1,0,site,Nordeste,cartao,2,0,em_atraso_leve,0
1479,30,3533.0,0.0,0,620.0,3853.43,24,3.95,1,0,0.134,0,0,0,1,site,Sudeste,cartao,3,10,em_dia,0
1480,40,6814.35,6.55619056479213,0,610.0,2418.1,48,2.79,0,1,0.36,0,30,0,1,app,Sudeste,bnpl,2,10,em_atraso_leve,0
1481,26,6330.12,,1,705.0,2338.87,12,2.6,1,1,0.415,0,0,0,0,site,Nordeste,bnpl,3,5,em_dia,0
1482,18,1204.95,0.0,0,528.0,14426.29,12,6.3,1,2,0.488,0,0,0,0,app,Sul,emprestimo_pessoal,2,0,em_dia,0
1483,33,1193.75,2.268774569822007,0,773.0,15339.43,24,2.15,3,1,0.524,0,0,0,0,parceiro,Nordeste,emprestimo_pessoal,2,5,em_dia,0
1484,23,1985.97,0.0,0,698.0,23120.34,36,2.49,3,0,0.615,1,5,2,0,loja,Centro-Oeste,emprestimo_pessoal,3,0,em_atraso_leve,0
1485,39,1584.97,7.130953225990501,0,799.0,2739.06,36,2.06,1,0,0.172,0,0,0,0,app,Nordeste,bnpl,3,10,em_dia,0
1486,63,6166.93,1.9365984324699284,0,647.0,6572.61,60,3.32,2,1,0.324,0,0,0,1,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1487,26,4555.09,0.0,0,603.0,60000.0,36,2.91,0,0,0.411,1,30,0,0,app,Nordeste,cartao,3,5,em_dia,0
1488,18,7981.7,,1,706.0,6187.14,12,1.43,0,0,0.482,0,5,0,0,parceiro,Sul,emprestimo_pessoal,3,0,em_dia,0
1489,23,4712.07,7.748127968836499,0,738.0,4955.73,12,2.43,1,2,0.32,0,0,0,0,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1490,44,4092.89,8.30998192182497,0,589.0,7858.4,18,3.8,2,1,0.341,0,0,0,0,app,Sul,cartao,3,0,em_dia,0
1491,32,8606.87,0.0,0,480.0,12552.25,24,4.18,1,2,0.312,2,0,1,0,app,Sudeste,cartao,2,15,em_dia,0
1492,43,4978.15,9.229714810633702,0,495.0,12375.14,24,5.11,2,0,0.671,1,0,0,0,app,Nordeste,bnpl,2,15,em_dia,0
1493,19,3683.41,6.342970759442894,0,672.0,4745.4,9,3.47,1,2,0.193,0,0,1,0,site,Sudeste,emprestimo_pessoal,2,0,em_dia,0
1494,35,10623.86,0.0,0,781.0,4865.46,24,2.16,0,0,0.187,0,0,1,0,parceiro,Sudeste,cartao,3,0,em_dia,0
1495,39,3815.79,0.0,0,539.0,6218.01,36,3.68,0,0,0.348,0,0,0,0,parceiro,Sul,bnpl,3,0,em_dia,0
1496,40,2785.72,3.887224321784651,0,627.0,4301.09,12,1.92,1,0,0.252,0,0,0,0,site,Nordeste,emprestimo_pessoal,2,0,em_dia,0
1497,47,1867.12,8.908485432549377,0,620.0,2800.77,24,3.03,1,2,0.444,1,0,0,0,loja,Nordeste,cartao,3,15,em_dia,0
1498,59,5930.05,11.989416894300707,0,813.0,37195.97,12,0.5,1,4,0.298,1,30,1,0,site,Nordeste,emprestimo_pessoal,2,0,em_dia,0
1499,42,8851.18,1.3321045747356242,0,842.0,5660.75,24,0.5,3,1,0.461,2,30,0,1,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1500,62,3369.7,12.911926866320378,0,686.0,5940.15,36,2.91,1,2,0.407,0,0,0,0,app,Sul,emprestimo_pessoal,2,15,em_dia,0
1501,46,9334.34,,1,726.0,6099.57,12,2.85,1,1,0.223,0,30,0,0,loja,Nordeste,cartao,2,0,em_dia,0
1502,31,800.0,1.7718228515974934,1,724.0,7470.84,36,1.15,3,1,0.134,0,90,0,0,loja,Sudeste,bnpl,1,107,default,1
1503,30,3357.42,1.4797626577448848,1,541.0,11576.62,24,3.67,2,3,0.578,0,0,0,0,app,Sudeste,emprestimo_pessoal,2,0,em_dia,0
1504,35,3396.32,7.57317958723506,0,709.0,5387.21,12,2.35,2,0,0.685,0,5,0,1,site,Sul,cartao,2,0,em_atraso_leve,0
1505,49,2028.95,9.76405863078923,0,563.0,21070.88,48,3.46,0,1,0.269,0,30,0,0,app,Centro-Oeste,cartao,3,5,em_dia,0
1506,30,20919.02,6.279782794016883,0,635.0,13297.62,36,2.24,0,1,0.511,1,15,1,0,app,Centro-Oeste,emprestimo_pessoal,3,15,em_dia,0
1507,66,3330.49,2.533074829389369,0,747.0,6801.73,24,2.76,1,2,0.243,0,0,2,0,site,Sudeste,emprestimo_pessoal,3,5,em_dia,0
1508,43,2577.87,7.519166611296226,0,657.0,4540.98,9,2.06,1,0,0.11,0,0,1,1,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1509,63,3568.82,8.681646890077221,0,744.0,20118.28,18,0.98,3,2,0.34,0,0,0,0,loja,Nordeste,emprestimo_pessoal,3,0,em_dia,0
1510,54,800.0,0.0,1,760.0,6970.63,18,1.16,1,0,0.274,3,0,0,0,app,Norte,emprestimo_pessoal,2,0,em_dia,0
1511,35,1979.54,0.0,0,501.0,2781.81,12,4.42,0,1,0.663,0,5,0,0,loja,Centro-Oeste,cartao,1,46,default,1
1512,30,7316.95,6.5729625150727164,0,465.0,19055.32,24,4.32,2,1,0.186,0,0,0,0,parceiro,Sudeste,bnpl,3,15,em_dia,0
1513,57,2183.77,5.549652446572644,0,749.0,4314.85,60,1.59,1,2,0.408,0,0,1,0,app,Centro-Oeste,cartao,3,0,em_dia,0
1514,35,1879.69,0.0,0,752.0,16737.76,12,2.27,0,1,0.215,0,0,0,0,app,Sul,emprestimo_pessoal,2,10,em_dia,0
1515,31,9345.61,,1,672.0,943.95,36,2.86,2,1,0.464,0,120,1,0,app,Sudeste,emprestimo_pessoal,1,38,default,1
1516,67,9563.5,8.65414378389621,0,683.0,5847.88,24,1.31,1,2,0.423,0,0,0,0,app,Nordeste,emprestimo_pessoal,3,0,em_dia,0
1517,43,5157.78,4.210021056663585,0,726.0,21443.36,24,2.49,1,3,0.549,0,30,0,0,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1518,20,2487.87,,1,724.0,8034.97,48,2.88,1,3,0.602,0,30,0,1,app,Nordeste,cartao,3,0,em_dia,0
1519,44,2924.61,11.219449162474385,0,624.0,13301.23,18,3.02,1,0,0.469,1,0,0,1,site,Centro-Oeste,emprestimo_pessoal,2,0,em_dia,0
1520,42,1914.87,7.8947628914576224,0,731.0,3716.57,24,2.04,0,0,0.146,1,0,1,0,site,Centro-Oeste,emprestimo_pessoal,3,15,em_dia,0
1521,63,1659.78,5.726178919142864,0,621.0,10750.92,12,4.16,0,0,0.29,2,15,1,1,parceiro,Sudeste,cartao,1,92,default,1
1522,55,1599.12,4.907168704341993,0,671.0,8025.56,12,2.29,0,0,0.198,0,0,0,0,app,Sudeste,cartao,2,10,em_dia,0
1523,28,2201.68,3.9582058814961165,0,667.0,9838.23,24,2.63,0,2,0.362,0,5,2,0,parceiro,Sudeste,emprestimo_pessoal,1,73,default,1
1524,25,1610.79,0.0,0,577.0,45278.37,6,3.68,2,0,0.667,1,0,0,0,site,Norte,emprestimo_pessoal,1,63,default,1
1525,49,1083.27,,1,587.0,24248.21,12,3.44,2,0,0.109,2,0,0,0,site,Centro-Oeste,emprestimo_pessoal,0,106,default,1
1526,20,4126.03,0.0,0,840.0,15683.92,12,1.07,2,1,0.428,0,120,0,0,site,Sul,bnpl,3,5,em_atraso_leve,0
1527,34,4173.31,3.173130241041919,0,574.0,15853.14,12,3.57,0,1,0.454,0,5,0,1,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1528,25,12532.9,0.0,0,681.0,3693.81,18,3.46,0,3,0.316,0,5,1,1,site,Nordeste,bnpl,2,0,em_dia,0
1529,19,2120.2,0.0,0,699.0,5359.64,12,2.89,2,1,0.45,0,0,0,0,site,Sudeste,emprestimo_pessoal,0,118,default,1
1530,66,4370.33,13.020029147663735,0,645.0,2174.39,12,2.87,1,1,0.37,0,0,0,1,parceiro,Nordeste,emprestimo_pessoal,3,15,em_dia,0
1531,22,4425.12,2.1872906299959394,0,707.0,2719.08,24,1.9,2,3,0.192,1,0,1,0,loja,Sudeste,emprestimo_pessoal,2,0,em_dia,0
1532,18,2893.26,2.225922698904087,0,678.0,3765.53,24,2.22,0,0,0.085,1,0,1,1,app,Sudeste,cartao,2,5,em_dia,0
1533,67,6116.64,0.3401704862153698,0,576.0,7804.38,60,4.03,0,0,0.285,0,0,1,1,app,Centro-Oeste,emprestimo_pessoal,3,0,em_atraso_leve,0
1534,27,6260.03,0.4904938451763323,0,696.0,2824.08,60,1.59,2,0,0.532,0,0,1,0,site,Sudeste,cartao,2,10,em_dia,0
1535,61,4474.17,8.274242415465215,0,604.0,7738.03,48,4.59,2,0,0.437,0,30,0,0,site,Centro-Oeste,cartao,2,0,em_dia,0
1536,19,2889.35,2.2994769308162675,0,798.0,7018.27,36,1.57,2,1,0.235,0,30,0,0,parceiro,Centro-Oeste,cartao,1,85,default,1
1537,26,2676.78,0.0,0,686.0,3050.63,12,1.8,1,0,0.199,0,30,1,0,app,Sudeste,cartao,2,10,em_dia,0
1538,23,,2.8249827082997845,0,590.0,29259.09,12,3.49,1,0,0.603,1,0,1,0,parceiro,Sudeste,emprestimo_pessoal,3,15,em_atraso_leve,0
1539,55,1912.33,7.222955812423912,0,679.0,2595.02,60,2.17,1,0,0.288,0,15,0,1,app,Sudeste,emprestimo_pessoal,3,10,em_dia,0
1540,50,2195.17,9.83316699369545,0,571.0,20680.01,60,3.32,1,1,0.428,0,0,0,0,app,Centro-Oeste,emprestimo_pessoal,0,21,default,1
1541,43,1506.49,2.2066910837158,0,672.0,1177.4,24,1.85,0,0,0.099,0,0,0,0,app,Centro-Oeste,emprestimo_pessoal,3,5,em_dia,0
1542,30,4868.11,0.0,0,631.0,7088.99,24,2.9,1,1,0.103,0,5,1,0,site,Sudeste,bnpl,3,10,em_dia,0
1543,22,8586.87,0.0,0,580.0,2890.59,6,2.31,1,0,0.288,0,60,0,0,app,Norte,bnpl,2,0,em_dia,0
1544,48,1771.3,1.2602723639600493,0,579.0,4586.67,12,3.15,1,0,0.08,0,5,0,0,app,Norte,cartao,2,0,em_dia,0
1545,30,4329.03,5.51848107222991,0,857.0,37265.68,24,0.62,1,0,0.54,0,60,0,0,parceiro,Sudeste,emprestimo_pessoal,3,0,em_dia,0
1546,49,1611.52,0.0,0,658.0,5956.71,12,2.52,0,2,0.281,0,0,0,0,app,Centro-Oeste,emprestimo_pessoal,3,10,em_dia,0
1547,54,2784.51,4.2507523897458235,1,613.0,3128.57,18,2.77,2,3,0.425,0,0,1,1,app,Sul,cartao,3,10,em_dia,0
1548,63,2085.51,11.89028415752039,0,599.0,12108.79,36,3.33,1,0,0.236,0,30,1,0,app,Sudeste,bnpl,1,66,default,1
1549,44,,,1,690.0,5912.43,36,3.01,1,1,0.331,0,0,2,0,site,Sudeste,emprestimo_pessoal,2,5,em_dia,0
1550,18,2103.65,4.637108856617484,0,596.0,9093.39,48,3.53,2,1,0.164,1,0,0,0,site,Sudeste,bnpl,2,15,em_dia,0
1551,32,7474.58,0.0,0,557.0,3677.21,12,4.39,2,0,0.332,0,0,0,0,app,Centro-Oeste,cartao,3,0,em_dia,0
1552,63,2910.93,1.2930367037778705,0,647.0,3834.38,18,2.62,1,1,0.223,1,0,1,0,app,Sudeste,emprestimo_pessoal,1,33,default,1
1553,46,2150.2,9.89034860245832,0,647.0,4095.6,24,3.07,1,1,0.229,0,0,1,0,app,Sul,emprestimo_pessoal,2,0,em_dia,0
1554,50,1367.23,5.694253780150386,0,615.0,15770.0,24,3.37,0,0,0.274,0,90,1,0,site,Sudeste,cartao,1,30,default,1
1555,42,4231.96,4.741460267732005,0,574.0,6597.14,60,4.16,0,0,0.419,0,0,0,0,app,Sudeste,cartao,3,0,em_dia,0
1556,26,6849.51,0.0,0,617.0,3281.89,12,2.75,1,1,0.176,0,0,0,0,parceiro,Sudeste,emprestimo_pessoal,2,10,em_dia,0
1557,65,4296.3,7.49273605132581,0,610.0,9179.64,9,3.65,1,4,0.39,0,15,0,1,app,Nordeste,cartao,2,0,em_atraso_leve,0
1558,58,18763.0,,1,598.0,8559.14,18,2.85,0,1,0.25,0,60,0,1,site,Sul,cartao,2,15,em_dia,0
1559,70,10227.74,11.894046571169776,0,674.0,13026.74,24,2.35,2,0,0.134,0,0,0,0,loja,Centro-Oeste,bnpl,2,0,em_dia,0
1560,63,2779.07,,1,839.0,5311.69,18,1.03,2,1,0.11,0,0,0,0,app,Sul,emprestimo_pessoal,3,0,em_dia,0
1561,33,2757.27,4.993793687828653,0,763.0,7489.53,12,2.14,0,1,0.228,0,0,1,0,parceiro,Norte,cartao,2,0,em_dia,0
1562,31,4978.04,0.8376876508845972,0,815.0,11448.61,12,0.84,0,0,0.995,0,0,1,1,loja,Nordeste,cartao,3,15,em_dia,0
1563,31,1866.84,0.0,0,602.0,3392.24,18,2.76,1,0,0.193,0,0,0,0,loja,Sudeste,cartao,2,15,em_dia,0
1564,66,8393.68,1.3643755991018054,0,792.0,16991.8,36,1.28,1,4,0.758,2,0,0,0,site,Sudeste,bnpl,3,15,em_dia,0
1565,47,4590.38,10.422016408594978,0,669.0,8112.6,12,2.73,1,0,0.222,0,0,0,0,app,Sul,emprestimo_pessoal,2,15,em_dia,0
1566,42,4242.31,0.777828548551244,0,734.0,3137.98,48,1.62,5,2,0.384,1,120,0,0,app,Nordeste,emprestimo_pessoal,3,5,em_dia,0
1567,69,5859.0,6.322077914097207,0,689.0,3118.28,24,2.67,2,2,0.634,1,5,0,0,app,Nordeste,emprestimo_pessoal,2,5,em_dia,0
1568,49,12741.77,7.513640911027124,0,621.0,7351.86,12,2.92,0,1,0.15,0,60,0,1,app,Sul,cartao,3,5,em_dia,0
1569,66,3978.8,12.448014297766274,0,711.0,5011.57,6,2.7,3,0,0.128,0,15,1,1,site,Sul,cartao,2,15,em_dia,0
1570,70,,7.041445775926567,0,691.0,15193.34,9,2.55,0,2,0.188,0,60,0,0,loja,Norte,bnpl,0,115,default,1
1571,22,10851.49,0.5636659561688786,0,500.0,6269.54,9,5.13,0,0,0.122,0,0,2,0,parceiro,Sudeste,cartao,3,15,em_dia,0
1572,37,7231.35,,1,639.0,10350.46,24,3.03,2,1,0.406,0,15,2,0,parceiro,Sudeste,cartao,2,5,em_dia,0
1573,56,2751.17,3.8632676417627394,0,724.0,3888.85,60,1.56,2,1,0.35,0,90,1,0,site,Sul,emprestimo_pessoal,1,66,default,1
1574,61,3513.64,4.651632788474657,0,674.0,7845.15,12,2.54,4,0,0.06,0,0,0,0,app,Sudeste,cartao,2,0,em_dia,0
1575,25,4052.36,3.7815804113685574,0,690.0,24474.88,12,2.53,2,2,0.562,0,15,0,0,site,Nordeste,emprestimo_pessoal,3,5,em_atraso_leve,0
1576,34,4591.11,4.068520312420702,0,586.0,7053.56,48,2.92,2,0,0.496,0,90,1,0,parceiro,Sudeste,emprestimo_pessoal,1,34,default,1
1577,47,1265.3,,1,672.0,4999.92,24,3.51,1,0,0.619,1,15,2,0,site,Centro-Oeste,cartao,2,0,em_atraso_leve,0
1578,60,1100.65,8.075970858224004,0,642.0,3838.98,18,2.77,4,1,0.725,0,0,0,0,loja,Sudeste,cartao,3,0,em_atraso_leve,0
1579,23,,6.129009418328398,0,633.0,7873.37,18,2.66,1,2,0.315,0,15,0,0,app,Sudeste,cartao,0,96,default,1
1580,49,,1.470501881469041,0,592.0,26505.68,12,3.47,0,1,0.187,0,0,1,0,app,Sul,bnpl,2,5,em_dia,0
1581,33,2159.54,5.138050515105949,0,728.0,2510.26,12,1.69,1,3,0.387,0,60,0,1,parceiro,Nordeste,emprestimo_pessoal,3,0,em_dia,0
1582,29,5633.87,0.289565286896293,0,679.0,7667.66,60,3.15,3,3,0.316,0,30,0,0,site,Sudeste,emprestimo_pessoal,3,15,em_dia,0
1583,45,3083.5,6.124086421537953,0,671.0,1863.86,24,3.11,0,1,0.26,0,0,0,0,app,Sudeste,cartao,3,10,em_dia,0
1584,39,4055.44,6.429801093401943,0,824.0,5643.94,12,1.43,1,2,0.52,0,5,1,0,app,Sudeste,cartao,2,5,em_dia,0
1585,51,1397.29,5.634540954005159,0,690.0,10002.1,60,2.85,2,2,0.41,0,90,1,0,site,Centro-Oeste,cartao,1,117,default,1
1586,34,2475.72,11.845640025161776,0,752.0,2087.82,18,1.71,1,1,0.151,0,0,0,0,app,Sudeste,bnpl,2,0,em_dia,0
1587,61,5436.88,11.657929191879585,0,673.0,5481.36,12,1.84,1,1,0.311,0,15,3,0,app,Sudeste,bnpl,2,0,em_dia,0
1588,22,5468.35,6.100358664901838,0,620.0,10240.83,60,2.95,1,1,0.267,0,0,2,0,app,Sul,emprestimo_pessoal,2,0,em_dia,0
1589,63,2032.63,9.575001673295047,0,560.0,8943.34,24,3.37,1,1,0.515,0,0,0,1,app,Centro-Oeste,emprestimo_pessoal,2,0,em_dia,0
1590,19,3951.16,7.791762862055155,0,671.0,10671.28,36,1.56,1,0,0.516,0,60,0,0,app,Sudeste,emprestimo_pessoal,2,15,em_dia,0
1591,57,18208.69,1.1506074588577437,0,424.0,3493.96,6,4.24,0,3,0.194,0,0,1,0,app,Norte,cartao,2,15,em_dia,0
1592,36,3454.11,8.455990912967017,0,673.0,10237.25,12,1.99,0,0,0.298,0,0,1,0,app,Sudeste,emprestimo_pessoal,2,0,em_dia,0
1593,38,,0.4306449080016699,0,677.0,4803.93,60,2.05,0,0,0.662,0,0,0,0,app,Sudeste,emprestimo_pessoal,1,51,default,1
1594,19,3072.35,0.0,1,632.0,14678.25,12,3.76,0,2,0.227,0,0,0,1,app,Norte,cartao,0,94,default,1
1595,55,3750.52,,1,642.0,1122.31,48,3.22,1,3,0.366,0,30,2,0,app,Sudeste,bnpl,2,0,em_dia,0
